cyclomatic_complexity,cognitive_complexity,nesting_depth,lines_of_code,num_methods,num_classes,num_parameters,code_duplication,test_coverage,comment_ratio,inheritance_depth,coupling,cohesion,num_sql_queries,num_file_operations,num_network_calls,input_validation_ratio,uses_encryption,num_annotations,dependency_injection_usage,patterns,vulnerability_type,severity
3,58,9,7,1,1,1,0.22793418580096725,0.8717585297993377,0.06639999744346796,0,2,0.9386045453172212,6,5,9,0.8881211626741989,1,29,0.6168869215587321,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
3,17,3,12,2,1,0,0.27887257022144796,0.8007120592184848,0.24615695387442932,0,2,0.9314616414393616,5,7,3,0.9573529498490995,1,6,0.9424572167813653,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
3,16,1,13,2,1,0,0.34311250159299683,0.7536492823215806,0.39283389602303126,0,1,0.937964506858799,15,5,12,0.6805914396600186,0,7,0.1269417779905393,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",insecure_deserialization,HIGH
2,87,2,14,1,1,0,0.11935684592436685,0.8476326983857129,0.02976083797512885,0,1,0.9392801697445898,7,5,1,0.08492397866623458,0,25,0.6118405908474049,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,spring_data_jpa",sql_injection,HIGH
2,95,6,8,2,1,0,0.41797276870540523,0.6196496815183151,0.19614834899954547,0,0,0.9157729891843386,2,3,12,0.6767032561107748,1,9,0.5854275963934148,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,core_annotations_di,http_request_processing",none,LOW
1,3,2,8,1,1,1,0.3609213748776199,0.5014373602112323,0.29321528545754155,0,1,0.9510843573180353,9,4,2,0.5547749774618504,0,9,0.2050958480580024,"Singleton Design Pattern,repository_pattern,basic_programming_constructs",none,LOW
1,21,6,13,2,1,0,0.11704895951199973,0.3739350261713894,0.01840367913189076,0,1,0.9474671474733942,9,6,10,0.06439975583816893,0,9,0.7738161481132507,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di",sql_injection,HIGH
1,64,1,11,1,1,1,0.4874872813014552,0.22376402040769838,0.3113093975990463,0,0,0.9594228495824244,18,9,0,0.25711659012781496,1,13,0.11920188452087732,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,spring_data_jpa",sql_injection,MEDIUM
1,90,1,12,2,1,1,0.3323984955152292,0.5574116576468948,0.3918044948371544,0,0,0.9368510989549895,1,8,1,0.2377001443237744,1,18,0.06324205588126608,"Singleton Design Pattern,spring_mvc_pattern,basic_programming_constructs",path_traversal,MEDIUM
1,36,5,9,1,1,1,0.2262134432333528,0.8894923457140883,0.03539514541310127,0,1,0.9090637103009647,8,3,6,0.7728059686242217,0,8,0.48613531080799044,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety",none,LOW
2,86,9,8,2,1,0,0.07876366277675817,0.593981788992325,0.3288919621863702,0,0,0.9171086265232233,0,9,8,0.3452069808517253,1,16,0.29972117115227015,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,web_mvc_annotations",path_traversal,MEDIUM
3,62,8,9,1,1,0,0.2666105011540657,0.9196068617206368,0.15143261780483772,0,1,0.9126951108089852,9,0,8,0.5006644173289009,1,18,0.4361365821999228,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
1,42,3,10,2,1,1,0.0823879434135591,0.35691736959316356,0.057646480973604725,0,0,0.9050193451687987,17,5,14,0.7857254608559799,0,1,0.11259010941879422,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",insecure_deserialization,CRITICAL
3,76,3,11,2,1,0,0.21474583934892189,0.6951379725274976,0.19727728367853914,0,1,0.9403583121112425,0,1,8,0.9365141422295504,1,14,0.4524024054325425,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations",none,LOW
1,42,1,11,1,1,0,0.20435626136975943,0.6486654724626412,0.028607494312486284,0,1,0.9258503886039138,11,6,10,0.5382140627218884,1,5,0.43960339418074046,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",none,LOW
2,61,3,12,1,1,0,0.3599698221737301,0.6704338440627419,0.2088405632668737,0,1,0.9087159126487369,4,5,14,0.5552968628529812,0,28,0.9665484387169204,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation",insecure_deserialization,CRITICAL
3,13,1,10,1,1,0,0.0961915906121249,0.6450420122407926,0.007742715201619843,0,0,0.9480294476399609,10,8,13,0.09586625180599517,0,28,0.722569099174266,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,HIGH
1,11,8,11,2,1,1,0.4109356774354229,0.22165467493711677,0.29144457666909207,0,2,0.9194297761157236,19,5,0,0.4943179358160441,1,27,0.9204729627393683,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
1,54,1,8,1,1,1,0.1630661635080829,0.14359089828314897,0.19518787432463547,0,0,0.9277176535542865,13,5,14,0.6864667018628232,1,15,0.7812343097377806,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
2,16,5,6,1,1,0,0.22199431348438753,0.9786282562320586,0.18357586437407225,0,2,0.9021948220181899,14,3,6,0.18905192902867318,0,16,0.7878419229812668,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
1,8,9,9,2,1,1,0.38617048777692126,0.0452951288425012,0.07847659749683347,0,0,0.9396343918398461,1,8,13,0.11126158931908947,1,23,0.8657286531038824,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations",path_traversal,HIGH
1,59,7,9,1,1,1,0.3126961998567574,0.4677364870282703,0.1445052623179063,0,1,0.9449429726420043,3,2,6,0.8633362517792763,0,27,0.2558916553151571,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,web_mvc_annotations",none,LOW
2,57,4,12,1,1,1,0.15401267590096868,0.4250803171418619,0.07274777296866652,0,1,0.9070975534317022,18,0,13,0.11487655903774052,0,9,0.4267139398168712,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di",sql_injection,MEDIUM
2,40,9,12,1,1,1,0.1931014622729405,0.36001895821507623,0.2941560402142957,0,1,0.9558289462572853,12,9,14,0.9130762641839112,1,11,0.8752093853633208,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,http_request_processing,spring_data_jpa",none,LOW
1,59,9,13,2,1,0,0.15289340699480508,0.7819838535767095,0.07961011977321092,0,1,0.9579559724395327,18,7,8,0.2736562677276907,1,25,0.06692028667373873,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
2,2,2,6,1,1,1,0.2973850836385786,0.7453502883125159,0.24670133082068602,0,0,0.9532555867003396,12,7,8,0.3299636689681982,1,11,0.0551255750051618,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,spring_data_jpa",path_traversal,MEDIUM
3,94,6,7,2,1,1,0.16631226660341986,0.9052249235299403,0.11184300042710085,0,0,0.900866470343921,11,0,0,0.5255796081082116,0,18,0.6479496701010069,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",none,LOW
3,94,4,11,1,1,1,0.3628488473915704,0.3954875261869222,0.2627928783693309,0,1,0.9319139361274376,1,8,9,0.18810370984059732,1,5,0.9095590201771816,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",path_traversal,HIGH
3,76,8,6,1,1,1,0.28989357929186305,0.5641795279294597,0.21618198356853693,0,0,0.9027174470152884,4,1,4,0.6885534491969635,1,1,0.794202239914408,"Singleton Design Pattern,basic_programming_constructs",none,LOW
1,10,7,11,1,1,0,0.07285330587375449,0.8923070473421206,0.169375452661088,0,0,0.9414017579356605,17,5,1,0.5238923004103548,1,20,0.7990137337535718,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",none,LOW
1,44,7,11,2,1,1,0.1551343093399412,0.9938480628553844,0.2692003333641886,0,1,0.9418188706689855,18,8,11,0.9461129152789594,1,17,0.3599750063866374,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
1,11,9,6,2,1,1,0.11072372095507788,0.9692943623653549,0.16628882864329167,0,1,0.9063858851790882,2,5,5,0.9112171001429001,1,6,0.591700410960189,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
1,79,5,6,1,1,1,0.19515660627574266,0.7178438712687342,0.3285482410300131,0,0,0.9026594245247787,3,6,1,0.76971317635519,0,4,0.771487674338594,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",xxe,MEDIUM
2,80,6,6,1,1,0,0.25799204310468155,0.1432275578101796,0.29183938329410636,0,2,0.9141057872321436,17,8,14,0.1848127925983225,0,23,0.7937401233726019,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
1,81,1,10,1,1,1,0.25338142864205493,0.023186011793026595,0.21625559780523249,0,1,0.9279103542074423,11,4,5,0.21379176306460757,0,21,0.5805833338417411,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
1,90,6,7,1,1,0,0.3772618382816445,0.8252183564029418,0.35082427303439884,0,1,0.9138057785655169,2,0,6,0.26847370902533785,0,28,0.800381514854397,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation",authentication_bypass,CRITICAL
2,2,2,12,1,1,1,0.09458593180085467,0.8409420244918254,0.3315447285872222,0,0,0.9594990198557176,10,8,13,0.8341443552733196,1,7,0.026940695571306073,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",none,LOW
1,50,6,11,1,1,0,0.4732364146487234,0.7463609082634696,0.2127357578481997,0,2,0.957696355203511,13,9,5,0.647945543819753,0,11,0.9425921765376211,"Singleton Design Pattern,dependency_injection,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",xxe,MEDIUM
1,12,9,10,1,1,1,0.1714225534410843,0.2799234859992201,0.027379077480319005,0,1,0.9053889549646672,2,6,11,0.1755802181343208,1,24,0.8705772504779631,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations",path_traversal,HIGH
3,90,8,9,1,1,1,0.15012442345806926,0.6398178595985267,0.22639854087969763,0,1,0.9562195640326931,4,7,10,0.4582580261595973,0,22,0.051947301787975575,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,openapi_documentation",insecure_deserialization,HIGH
1,23,9,6,1,1,1,0.3425892890901099,0.31624844181527423,0.1421027958241142,0,0,0.9276593007737208,6,1,14,0.9749003064928654,0,0,0.4193261110319684,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",insecure_deserialization,CRITICAL
1,18,8,6,2,1,1,0.40275831434153125,0.4506482461009247,0.21604517712149365,0,0,0.924458328109089,19,4,12,0.7322507815005964,0,24,0.9194766322064342,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",insecure_deserialization,HIGH
1,62,3,14,1,1,1,0.1892358824068267,0.3824350849805105,0.2588521841990374,0,1,0.9289002656758157,16,7,0,0.934285744748347,0,14,0.5127943859834928,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,spring_data_jpa",xxe,MEDIUM
3,96,8,14,2,1,0,0.37342348744698856,0.9136400867900556,0.25793542994025587,0,1,0.9371659031910589,18,6,3,0.808837739351379,0,12,0.09145083076147764,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,optional_null_safety,spring_data_jpa",xxe,MEDIUM
3,62,6,12,1,1,1,0.44186797806802736,0.23415733074387557,0.2694096174072006,0,2,0.9533631057118316,2,6,2,0.7250594845286604,0,24,0.9665206779236165,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,openapi_documentation",xxe,MEDIUM
3,38,6,6,1,1,1,0.3834018326034787,0.5776109045737502,0.27170745001800595,0,2,0.920852797894151,0,3,4,0.8299198039250582,1,9,0.3584926476463781,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety,core_annotations_di",none,LOW
2,67,6,7,2,1,0,0.017098242785416495,0.36098152903385916,0.04371256748540167,0,0,0.9512188460241974,7,1,6,0.69256990803477,0,17,0.516247479649029,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
2,38,3,8,2,1,0,0.4136844556830941,0.6630711119142257,0.07668493218291746,0,0,0.9056563517304733,19,9,11,0.5673667288584504,0,29,0.6319549593413417,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
1,67,1,6,2,1,0,0.3872404792271837,0.564563141177475,0.2522164018169404,0,2,0.9318117858490326,4,2,2,0.7358861428093019,1,17,0.8324365634792599,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di",none,LOW
3,94,4,14,2,1,1,0.334645119076593,0.9239776813659405,0.16326895549241469,0,2,0.9431091223414908,2,8,0,0.22946464851703807,0,6,0.8731214893717923,"Singleton Design Pattern,basic_programming_constructs",path_traversal,MEDIUM
2,61,6,7,1,1,1,0.38001120954395173,0.10161215170121318,0.30514065812230545,0,2,0.9258009159653618,19,3,10,0.49034909509638513,1,14,0.6530906038361359,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
3,1,2,12,1,1,1,0.48971269791596944,0.2206408397567634,0.049963712905132865,0,2,0.9499308008395262,16,0,10,0.9513903055787734,0,29,0.9484180345964149,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
2,94,7,9,2,1,1,0.21555644390917483,0.7663479638310559,0.07660919776821573,0,1,0.9515898855529652,12,9,8,0.8086124258695623,1,4,0.21901819948177903,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety",none,LOW
1,45,7,10,2,1,1,0.033611617477298905,0.3687868398948434,0.2233858569745892,0,2,0.9491412386469141,12,3,5,0.9263003186096193,1,4,0.9048339938497878,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
2,96,4,11,2,1,1,0.23044498481385833,0.16578378622872392,0.20029920770715948,0,1,0.9128075586477179,3,7,5,0.9674484319148683,1,0,0.190092752924633,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
